"COLLPER","SELUNIT_ID","PSUIX","SEGID","LINEID","DSCOPSTT","INITSTAT","TENURE","COUNTY","STATE","CPMOVIN","LGHOCC","RNTC","RSPCODC","t_prcuse6","NOBED","NOHBH","NOFULBH","TYSTRC","tystrc_desc","ECRNTCL","PURNTCL","Collected_Or_Imputed","COMPLEX","SECTORID","UTAPT","UTCITY","UTSENA","UTSENO","UTSTATE","UTZIP"
"202603",271418,"S35B","C0086",176,"I","S","R","086","FL","200206",280,1600,"02","J","2","0","1","2","Single Attached",1832.41396255368,1852.95009203238,"Imputed","",1,"","MIAMI","NW 103RD ST","405","FL","331501458"
"202603",271419,"S35B","C0086",182,"I","S","R","086","FL","202004",66,2200,"02","J","2","0","1","2","Single Attached",2304.99124787434,2293.78350966363,"Imputed","",1,"","MIAMI","NW 103RD ST","465","FL","331501458"
"202603",271420,"S35B","C0086",187,"I","S","R","086","FL","201509",121,1425,"02","J","2","0","1","2","Single Attached",1418.21142071918,1390.49625980771,"Imputed","",1,"","MIAMI","NW 103RD ST","271","FL","331501464"
"202603",271421,"S35B","C0086",196,"I","S","R","086","FL","202309",25,3200,"02","J","2","0","2","1","Single Detached",3492.51494704736,3563.90160732212,"Imputed","",1,"","MIAMI","NW 2ND CT","10735","FL","331683201"
"202603",271424,"S35B","C0086",245,"I","S","R","086","FL","201809",85,2400,"02","J","3","0","2","1","Single Detached",2531.56313385123,2500.81057095739,"Imputed","",1,"","MIAMI","NW 107TH ST","420","FL","331683219"
"202603",271427,"S35B","C0086",277,"I","S","R","086","FL","201806",88,2325,"02","J","4","0","3","1","Single Detached",2530.44061381639,2582.16256982311,"Imputed","",1,"","MIAMI","NW 108TH TER","251","FL","331683228"
"202603",271436,"S35B","C0086",400,"I","S","R","086","FL","201206",160,1950,"02","J","3","1","2","1","Single Detached",2163.36826937117,2241.29267040517,"Imputed","",1,"","MIAMI SHORES","NW 111TH ST","425","FL","331683305"
"202603",271437,"S35B","C0086",448,"I","S","R","086","FL","202105",53,2300,"01","Y","3","0","2","1","Single Detached",2781.49989649853,2726.32093057984,"Collected","",1,"","MIAMI SHORES","NW 2ND AVE","10704","FL","331684301"
"202603",271530,"S35B","C0101",351,"I","S","R","086","FL","202101",57,1100,"02","J","1","0","1","9","Multi, 5-9 units",1224.07166835065,1087.96709904771,"Imputed","",1,"4","MIAMI","NW 36TH AVE","923","FL","331253845"
"202603",271531,"S35B","C0101",397,"I","S","R","086","FL","201304",150,207,"01","Y","1","0","1","11","Multi, 20-49 units",1589.21173649531,1534.40021928918,"Collected","",1,"3","MIAMI","NW 9TH ST","3695","FL","331253853"
"202603",271532,"S35B","C0101",446,"I","S","R","086","FL","197906",556,1300,"01","Y","2","0","2","11","Multi, 20-49 units",1400,1344.8,"Collected","",1,"17","MIAMI","NW 36TH AVE","765","FL","331253864"
"202603",271535,"S35B","C0101",652,"I","S","R","086","FL","199505",365,2500,"02","J","3","0","2","2","Single Attached",2724.20108862473,2779.88348958285,"Imputed","",1,"","MIAMI","NW 32ND PL","806","FL","331253914"
"202603",271537,"S35B","C0101",769,"I","S","R","086","FL","202103",55,2000,"01","Y","3","0","2","2","Single Attached",2203.80181416662,1989.51230828096,"Collected","",1,"","MIAMI","NW 32ND PL","932","FL","331253940"
"202603",271538,"S35B","C0101",821,"I","S","R","086","FL","200605",233,2000,"01","Y","3","0","1","2","Single Attached",1986.95332252759,1986.4944434971,"Collected","",1,"","MIAMI","NW 33RD AVE","1004","FL","331253946"
"202603",271539,"S35B","C0101",882,"I","S","R","086","FL","202001",69,193,"01","Y","1","0","1","8","Multi, 3-4 units",992.334689989055,992.273872066989,"Collected","",1,"1","MIAMI","NW 33RD AVE","736","FL","331253954"
"202603",271601,"S35B","C0107",48,"I","S","R","086","FL","202212",0,570,"02","J","1","1","1","3","Mobile Home Trailer",562.253584227989,642.164573854906,"Imputed","",1,"A111","MIAMI","SW 44TH AVE","935","FL","331342588"
"202603",271605,"S35B","C0107",254,"I","S","R","086","FL","200402",260,1300,"01","Y","1","0","1","1","Single Detached",1373.86665802428,986.42463732436,"Collected","",1,"3","MIAMI","SW 9TH ST","4340","FL","331342672"
"202603",271607,"S35B","C0107",425,"I","S","R","086","FL","202205",41,2400,"02","J","3","0","2","2","Single Attached",2518.63031925245,2458.55387653337,"Imputed","",1,"","MIAMI","SW 40TH AVE","811","FL","331342805"
"202603",271609,"S35B","C0107",522,"I","S","R","086","FL","202202",44,1550,"01","Y","2","0","1","10","Multi,10-19 units",1589.87663601908,1535.01544375435,"Collected","",1,"5","CORAL GABLES","SALZEDO ST","1002","FL","331342829"
"202603",271610,"S35B","C0107",569,"I","S","R","086","FL","202209",37,1500,"01","Y","1","0","1","11","Multi, 20-49 units",1788.45040187019,1738.03226184119,"Collected","",1,"108","CORAL GABLES","SALZEDO ST","1014","FL","331342851"
"202603",272043,"S35B","C0141",249,"I","S","R","086","FL","202001",69,1450,"01","Y","2","1","1","2","Single Attached",1593.12179353646,1593.05310724949,"Collected","",1,"","HOMESTEAD","SANDPIPER BLVD","1271","FL","330351043"
"202603",272060,"S35B","C0141",532,"I","S","R","086","FL","202109",49,2000,"01","Y","2","0","2","2","Single Attached",1990.38038426631,1990.50705998639,"Collected","",1,"","HOMESTEAD","SE 13TH AVE","1109","FL","330352029"
"202603",272582,"S35B","C0184",48,"I","S","R","099","FL","202311",23,4000,"99","J","2","0","2","11","Multi, 20-49 units",4209.52977861785,4149.38861639221,"Imputed","ROYAL PALM PLACE",1,"APT 518","BOCA RATON","PLAZA REAL S","101","FL","334324846"
"202603",272583,"S35B","C0184",164,"I","S","R","099","FL","202107",51,2728,"99","J","1","0","1","11","Multi, 20-49 units",2870.89930901737,2810.68264599914,"Imputed","ROYAL PALM PLACE",1,"APT 727","BOCA RATON","PLAZA REAL S","101","FL","334324886"
"202603",272587,"S35B","C0184",693,"I","S","R","099","FL","202310",24,2397,"99","J","1","0","1","11","Multi, 20-49 units",2522.56071983674,2522.70299609452,"Imputed","CAMDEN BOCA RATON",1,"APT 502","BOCA RATON","S FEDERAL HWY","131","FL","334324952"
"202603",272588,"S35B","C0184",804,"I","S","R","099","FL","202408",14,3052,"99","J","2","0","2","11","Multi, 20-49 units",3211.87122108542,3212.05237550291,"Imputed","CAMDEN BOCA RATON",1,"APT 823","BOCA RATON","S FEDERAL HWY","131","FL","334324966"
"202603",272590,"S35B","C0184",1162,"I","S","R","099","FL","202210",36,2845,"99","J","2","0","2","10","Multi,10-19 units",2994.02805504193,2994.19692277385,"Imputed","10X MIZNER PARK",1,"APT 501","BOCA RATON","E CAMINO REAL","33","FL","334326153"
"202603",272591,"S35B","C0184",1275,"I","S","R","099","FL","202312",22,3531,"99","J","2","1","2","10","Multi,10-19 units",3715.9624120749,3716.17199800158,"Imputed","10X MIZNER PARK",1,"APT 921","BOCA RATON","E CAMINO REAL","33","FL","334326156"
"202603",272592,"S35B","C0184",1388,"I","S","R","099","FL","202408",14,2144,"99","J","1","0","1","12","Multi, 50 units",2256.30796133916,2256.43522053678,"Imputed","BOCA CITY WALK APT",1,"APT 429","BOCA RATON","SE 8TH ST","33","FL","334326426"
"202603",272647,"S35B","C0189",196,"I","S","R","099","FL","202106",52,3655,"01","Y","4","0","2","1","Single Detached",4694.57804449477,4694.57804449477,"Collected","",1,"","WELLINGTON","COLUMBINE AVE","13581","FL","334148107"
"202603",272649,"S35B","C0189",235,"I","S","R","099","FL","202203",43,3500,"03","J","3","0","2","1","Single Detached",3693.06145822274,3675.10439827381,"Imputed","",1,"","WELLINGTON","EXOTICA LN","13581","FL","334148111"
"202603",272657,"S35B","C0189",430,"I","S","R","099","FL","201806",88,3498,"01","Y","2","0","2","1","Single Detached",3492.50308658456,3492.50308658456,"Collected","",1,"","WELLINGTON","EXOTICA LN","13701","FL","334148153"
"202604",270559,"S35B","C0038",124,"I","S","R","011","FL","202010",61,2000,"01","Y","2","1","2","10","Multi,10-19 units",2068.34262396973,2068.34262396973,"Collected","",1,"APT 104","FORT LAUDERDALE","N HIATUS RD","4101","FL","333517541"
"202604",270560,"S35B","C0038",168,"I","S","R","011","FL","202310",25,2050,"01","Y","2","1","2","10","Multi,10-19 units",2143.17618956897,2143.17618956897,"Collected","",1,"APT 316","FORT LAUDERDALE","N HIATUS RD","4101","FL","333517549"
"202604",270561,"S35B","C0038",211,"I","S","R","011","FL","202405",18,2489,"01","Y","2","0","2","12","Multi, 50 units",2516.71489553033,2516.71489553033,"Collected","WELLEBY LAKE CLUB AP",1,"APT 205","FORT LAUDERDALE","NW 39TH ST","10901","FL","333517557"
"202604",270562,"S35B","C0038",255,"I","S","R","011","FL","202404",19,1917,"01","Y","1","0","1","12","Multi, 50 units",1910.66546786195,1910.66546786195,"Collected","WELLEBY LAKE CLUB AP",1,"APT 201","FORT LAUDERDALE","NW 39TH ST","11015","FL","333517560"
"202604",270563,"S35B","C0038",299,"I","S","R","011","FL","202406",17,2245,"01","Y","1","0","1","12","Multi, 50 units",2282.52709540602,2282.52709540602,"Collected","WELLEBY LAKE CLUB AP",1,"APT 201","FORT LAUDERDALE","NW 39TH ST","11045","FL","333517563"
"202604",270564,"S35B","C0038",344,"I","S","R","011","FL","202204",43,2491,"01","Y","2","0","2","12","Multi, 50 units",2480.11732549687,2480.11732549687,"Collected","WELLEBY LAKE CLUB AP",1,"APT 204","FORT LAUDERDALE","NW 39TH ST","11109","FL","333517568"
"202604",270565,"S35B","C0038",388,"I","S","R","011","FL","202307",28,2525,"01","Y","2","0","2","12","Multi, 50 units",2438.60506276178,2438.60506276178,"Collected","WELLEBY LAKE CLUB AP",1,"APT 303","FORT LAUDERDALE","NW 39TH ST","11139","FL","333517571"
"202604",270567,"S35B","C0038",574,"I","S","R","011","FL","202309",26,2569,"01","Y","2","0","2","12","Multi, 50 units",2560.44860048912,2560.44860048912,"Collected","WELLEBY LAKE CLUB AP",1,"APT 205","FORT LAUDERDALE","NW 39TH ST","11055","FL","333517622"
"202604",270568,"S35B","C0038",618,"I","S","R","011","FL","202501",10,1888,"01","Y","1","0","1","12","Multi, 50 units",2166.64891876034,2166.64891876034,"Collected","WELLEBY LAKE CLUB AP",1,"APT 101","FORT LAUDERDALE","NW 39TH ST","11129","FL","333517650"
